Hora,X,Y,Diereccion
09:58:00,21.967978,-102.341371,2
10:00:00,21.967978,-102.341371,2
10:02:00,21.967978,-102.341371,2
10:04:00,21.967978,-102.341371,2
10:06:00,21.967978,-102.341371,2
10:08:00,21.967978,-102.341371,2
10:10:00,21.967978,-102.341371,2
10:12:00,21.967978,-102.341371,2
10:14:00,21.967978,-102.341371,2
10:16:00,21.967978,-102.341371,2
10:18:00,21.967978,-102.341371,2
10:20:00,21.967978,-102.341371,2
10:22:00,21.967978,-102.341371,2
10:24:00,21.967978,-102.341371,2
10:26:00,21.967978,-102.341371,2
10:28:00,21.967978,-102.341371,2
10:30:00,21.967978,-102.341371,2
10:32:00,21.967978,-102.341371,2
10:34:00,21.967978,-102.341371,2
10:36:00,21.967978,-102.341371,2
10:38:00,21.967978,-102.341371,2
10:40:00,21.967978,-102.341371,2
10:42:00,21.967978,-102.341371,2
10:44:00,21.967978,-102.341371,2
10:46:00,21.967978,-102.341371,2
10:48:00,21.967978,-102.341371,2
10:50:00,21.967978,-102.341371,2
10:52:00,21.967978,-102.341371,2
10:54:00,21.967978,-102.341371,2
10:56:00,21.967978,-102.341371,2
10:58:00,21.967978,-102.341371,2
11:00:00,21.967978,-102.341371,2
11:02:00,21.967978,-102.341371,2
11:04:00,21.967978,-102.341371,2
11:06:00,21.967978,-102.341371,2
11:08:00,21.967978,-102.341371,2
11:10:00,21.967978,-102.341371,2
11:12:00,21.967978,-102.341371,2
11:14:00,21.967978,-102.341371,2
11:16:00,21.967978,-102.341371,2
11:18:00,21.967978,-102.341371,2
11:20:00,21.967978,-102.341371,2
11:22:00,21.967978,-102.341371,2
11:24:00,21.967978,-102.341371,2
11:26:00,21.967978,-102.341371,2
11:28:00,21.967978,-102.341371,2
11:30:00,21.967978,-102.341371,2
11:32:00,21.967978,-102.341371,2
11:34:00,21.967978,-102.341371,2
11:36:00,21.967978,-102.341371,2
11:38:00,21.967978,-102.341371,2
11:40:00,21.967978,-102.341371,2
11:42:00,21.967978,-102.341371,2
11:44:00,21.967978,-102.341371,2
11:46:00,21.967978,-102.341371,2
11:48:00,21.967978,-102.341371,2
11:50:00,21.967978,-102.341371,2
11:52:00,21.967978,-102.341371,2
11:54:00,21.967978,-102.341371,2
11:56:00,21.967978,-102.341371,2
11:58:00,21.967978,-102.341371,2
12:00:00,21.967978,-102.341371,2
12:02:00,21.967978,-102.341371,2
12:04:00,21.967978,-102.341371,2
12:06:00,21.967978,-102.341371,2
12:08:00,21.967978,-102.341371,2
12:10:00,21.967978,-102.341371,2
12:12:00,21.967978,-102.341371,2
12:14:00,21.967978,-102.341371,2
12:16:00,21.967978,-102.341371,2
12:18:00,21.967978,-102.341371,2
12:20:00,21.967978,-102.341371,2
12:22:00,21.967978,-102.341371,2
12:24:00,21.967978,-102.341371,2
12:26:00,21.967978,-102.341371,2
12:28:00,21.967978,-102.341371,2
12:30:00,21.967978,-102.341371,2
12:32:00,21.967978,-102.341371,2
12:34:00,21.967978,-102.341371,2
12:36:00,21.967978,-102.341371,2
12:38:00,21.967978,-102.341371,2
12:40:00,21.967978,-102.341371,2
12:42:00,21.967978,-102.341371,2
12:44:00,21.967978,-102.341371,2
12:46:00,21.967978,-102.341371,2
12:48:00,21.967978,-102.341371,2
12:50:00,21.967978,-102.341371,2
12:52:00,21.967978,-102.341371,2
12:54:00,21.967978,-102.341371,2
12:56:00,21.967978,-102.341371,2
12:58:00,21.967978,-102.341371,2
13:00:00,21.967978,-102.341371,2
13:02:00,21.967978,-102.341371,2
13:04:00,21.967978,-102.341371,2
13:06:00,21.967978,-102.341371,2
13:08:00,21.967978,-102.341371,2
13:10:00,21.967978,-102.341371,2
13:12:00,21.967978,-102.341371,2
13:14:00,21.967978,-102.341371,2
13:16:00,21.967978,-102.341371,2
13:18:00,21.967978,-102.341371,2
13:20:00,21.967978,-102.341371,2
13:22:00,21.967978,-102.341371,2
13:24:00,21.967978,-102.341371,2
13:26:00,21.967978,-102.341371,2
13:28:00,21.967978,-102.341371,2
13:30:00,21.967978,-102.341371,2
13:32:00,21.967978,-102.341371,2
13:34:00,21.967978,-102.341371,2
13:36:00,21.967978,-102.341371,2
13:38:00,21.967978,-102.341371,2
13:40:00,21.967978,-102.341371,2
13:42:00,21.967978,-102.341371,2
13:44:00,21.967978,-102.341371,2
13:46:00,21.967978,-102.341371,2
13:48:00,21.967978,-102.341371,2
13:50:00,21.967978,-102.341371,2
13:52:00,21.967978,-102.341371,2
13:54:00,21.967978,-102.341371,2
13:56:00,21.967978,-102.341371,2
13:58:00,21.967978,-102.341371,2
14:00:00,21.967978,-102.341371,2
14:02:00,21.967978,-102.341371,2
14:04:00,21.967978,-102.341371,2
14:06:00,21.967978,-102.341371,2
14:08:00,21.967978,-102.341371,2
14:10:00,21.967978,-102.341371,2
14:12:00,21.967978,-102.341371,2
14:14:00,21.967978,-102.341371,2
14:16:00,21.967978,-102.341371,2
14:18:00,21.967978,-102.341371,2
14:20:00,21.967978,-102.341371,2
14:22:00,21.967978,-102.341371,2
14:24:00,21.967978,-102.341371,2
14:26:00,21.967978,-102.341371,2
14:28:00,21.967978,-102.341371,2
14:30:00,21.967978,-102.341371,2
14:32:00,21.967978,-102.341371,2
14:34:00,21.967978,-102.341371,2
14:36:00,21.967978,-102.341371,2
14:38:00,21.967978,-102.341371,2
14:40:00,21.967978,-102.341371,2
14:42:00,21.967978,-102.341371,2
14:44:00,21.967978,-102.341371,2
14:46:00,21.967978,-102.341371,2
14:48:00,21.967978,-102.341371,2
14:50:00,21.967978,-102.341371,2
14:52:00,21.967978,-102.341371,2
14:54:00,21.967978,-102.341371,2
14:56:00,21.967978,-102.341371,2
14:58:00,21.967978,-102.341371,2
15:00:00,21.967978,-102.341371,2
15:02:00,21.967978,-102.341371,2
15:04:00,21.967978,-102.341371,2
15:06:00,21.967978,-102.341371,2
15:08:00,21.967978,-102.341371,2
15:10:00,21.967978,-102.341371,2
15:12:00,21.967978,-102.341371,2
15:14:00,21.967978,-102.341371,2
15:16:00,21.967978,-102.341371,2
15:18:00,21.967978,-102.341371,2
15:20:00,21.967978,-102.341371,2
15:22:00,21.967978,-102.341371,2
15:24:00,21.967978,-102.341371,2
15:26:00,21.967978,-102.341371,2
15:28:00,21.967978,-102.341371,2
15:30:00,21.967978,-102.341371,2
15:32:00,21.967978,-102.341371,2
15:34:00,21.967978,-102.341371,2
15:36:00,21.967978,-102.341371,2
15:38:00,21.967978,-102.341371,2
15:40:00,21.967978,-102.341371,2
15:42:00,21.967978,-102.341371,2
15:44:00,21.967978,-102.341371,2
15:46:00,21.967978,-102.341371,2
15:48:00,21.967978,-102.341371,2
15:50:00,21.967978,-102.341371,2
15:52:00,21.967978,-102.341371,2
15:54:00,21.967978,-102.341371,2
15:56:00,21.967978,-102.341371,2
15:58:00,21.967978,-102.341371,2
16:00:00,21.967978,-102.341371,2
16:02:00,21.967978,-102.341371,2
16:04:00,21.967978,-102.341371,2
16:06:00,21.967978,-102.341371,2
16:08:00,21.967978,-102.341371,2
16:10:00,21.967978,-102.341371,2
16:12:00,21.967978,-102.341371,2
16:14:00,21.967978,-102.341371,2
16:16:00,21.967978,-102.341371,2
16:18:00,21.967978,-102.341371,2
16:20:00,21.967978,-102.341371,2
16:22:00,21.967978,-102.341371,2
16:24:00,21.967978,-102.341371,2
16:26:00,21.967978,-102.341371,2
16:28:00,21.967978,-102.341371,2
16:30:00,21.967978,-102.341371,2
16:32:00,21.967978,-102.341371,2
16:34:00,21.967978,-102.341371,2
16:36:00,21.967978,-102.341371,2
16:38:00,21.967978,-102.341371,2
16:40:00,21.967978,-102.341371,2
16:42:00,21.967978,-102.341371,2
16:44:00,21.967978,-102.341371,2
16:46:00,21.967978,-102.341371,2
16:48:00,21.967978,-102.341371,2
16:50:00,21.967978,-102.341371,2
16:52:00,21.967978,-102.341371,2
16:54:00,21.967978,-102.341371,2
16:56:00,21.967978,-102.341371,2
16:58:00,21.967978,-102.341371,2
17:00:00,21.967978,-102.341371,2
17:02:00,21.967978,-102.341371,2
17:04:00,21.967978,-102.341371,2
17:06:00,21.967978,-102.341371,2
17:08:00,21.967978,-102.341371,2
17:10:00,21.967978,-102.341371,2
17:12:00,21.967978,-102.341371,2
17:14:00,21.967978,-102.341371,2
17:16:00,21.967978,-102.341371,2
17:18:00,21.967978,-102.341371,2
17:20:00,21.967978,-102.341371,2
17:22:00,21.967978,-102.341371,2
17:24:00,21.967978,-102.341371,2
17:26:00,21.967978,-102.341371,2
17:28:00,21.967978,-102.341371,2
17:30:00,21.967978,-102.341371,2
17:32:00,21.967978,-102.341371,2
17:34:00,21.967978,-102.341371,2
17:36:00,21.967978,-102.341371,2
17:38:00,21.967978,-102.341371,2
17:40:00,21.967978,-102.341371,2
17:42:00,21.967978,-102.341371,2
17:44:00,21.967978,-102.341371,2
17:46:00,21.967978,-102.341371,2
17:48:00,21.967978,-102.341371,2
17:50:00,21.967978,-102.341371,2
17:52:00,21.967978,-102.341371,2
17:54:00,21.967978,-102.341371,2
17:56:00,21.967978,-102.341371,2
17:58:00,21.967978,-102.341371,2
18:00:00,21.967978,-102.341371,2
18:02:00,21.967978,-102.341371,2
18:04:00,21.967978,-102.341371,2
18:06:00,21.967978,-102.341371,2
18:08:00,21.967978,-102.341371,2
18:10:00,21.967978,-102.341371,2
18:12:00,21.967978,-102.341371,2
18:14:00,21.967978,-102.341371,2
18:16:00,21.967978,-102.341371,2
18:18:00,21.967978,-102.341371,2
18:20:00,21.967978,-102.341371,2
18:22:00,21.967978,-102.341371,2
18:24:00,21.967978,-102.341371,2
18:26:00,21.967978,-102.341371,2
18:28:00,21.967978,-102.341371,2
18:30:00,21.967978,-102.341371,2
18:32:00,21.967978,-102.341371,2
18:34:00,21.967978,-102.341371,2
18:36:00,21.967978,-102.341371,2
18:38:00,21.967978,-102.341371,2
18:40:00,21.967978,-102.341371,2
18:42:00,21.967978,-102.341371,2
18:44:00,21.967978,-102.341371,2
18:46:00,21.967978,-102.341371,2
18:48:00,21.967978,-102.341371,2
18:50:00,21.967978,-102.341371,2
18:52:00,21.967978,-102.341371,2
18:54:00,21.967978,-102.341371,2
18:56:00,21.967978,-102.341371,2
18:58:00,21.967978,-102.341371,2
19:00:00,21.967978,-102.341371,2
19:02:00,21.967978,-102.341371,2
19:04:00,21.967978,-102.341371,2
19:06:00,21.967978,-102.341371,2
19:08:00,21.967978,-102.341371,2
19:10:00,21.967978,-102.341371,2
19:12:00,21.967978,-102.341371,2
19:14:00,21.967978,-102.341371,2
19:16:00,21.967978,-102.341371,2
19:18:00,21.967978,-102.341371,2
19:20:00,21.967978,-102.341371,2
19:22:00,21.967978,-102.341371,2
19:24:00,21.967978,-102.341371,2
19:26:00,21.967978,-102.341371,2
19:28:00,21.967978,-102.341371,2
19:30:00,21.967978,-102.341371,2
19:32:00,21.967978,-102.341371,2
19:34:00,21.967978,-102.341371,2
19:36:00,21.967978,-102.341371,2
19:38:00,21.967978,-102.341371,2
19:40:00,21.967978,-102.341371,2
19:42:00,21.967978,-102.341371,2
19:44:00,21.967978,-102.341371,2
19:46:00,21.967978,-102.341371,2
19:48:00,21.967978,-102.341371,2
19:50:00,21.967978,-102.341371,2
19:52:00,21.967978,-102.341371,2
19:54:00,21.967978,-102.341371,2
19:56:00,21.967978,-102.341371,2
19:58:00,21.967978,-102.341371,2
20:00:00,21.967978,-102.341371,2
20:02:00,21.967978,-102.341371,2
20:04:00,21.967978,-102.341371,2
20:06:00,21.967978,-102.341371,2
20:08:00,21.967978,-102.341371,2
20:10:00,21.967978,-102.341371,2
20:12:00,21.967978,-102.341371,2
20:14:00,21.967978,-102.341371,2
20:16:00,21.967978,-102.341371,2
20:18:00,21.967978,-102.341371,2
20:20:00,21.967978,-102.341371,2
20:22:00,21.967978,-102.341371,2
20:24:00,21.967978,-102.341371,2
20:26:00,21.967978,-102.341371,2
20:28:00,21.967978,-102.341371,2
20:30:00,21.967978,-102.341371,2
20:32:00,21.967978,-102.341371,2
20:34:00,21.967978,-102.341371,2
20:36:00,21.967978,-102.341371,2
20:38:00,21.967978,-102.341371,2
20:40:00,21.967978,-102.341371,2
20:42:00,21.967978,-102.341371,2
20:44:00,21.967978,-102.341371,2
20:46:00,21.967978,-102.341371,2
20:48:00,21.967978,-102.341371,2
20:50:00,21.967978,-102.341371,2
20:52:00,21.967978,-102.341371,2
20:54:00,21.967978,-102.341371,2
20:56:00,21.967978,-102.341371,2
20:58:00,21.967978,-102.341371,2
21:00:00,21.967978,-102.341371,2
21:02:00,21.967978,-102.341371,2
21:04:00,21.967978,-102.341371,2
21:06:00,21.967978,-102.341371,2
21:08:00,21.967978,-102.341371,2
21:10:00,21.967978,-102.341371,2
21:12:00,21.967978,-102.341371,2
21:14:00,21.967978,-102.341371,2
21:16:00,21.967978,-102.341371,2
21:18:00,21.967978,-102.341371,2
21:20:00,21.967978,-102.341371,2
21:22:00,21.967978,-102.341371,2
21:24:00,21.967978,-102.341371,2
21:26:00,21.967978,-102.341371,2
21:28:00,21.967978,-102.341371,2
21:30:00,21.967978,-102.341371,2
21:32:00,21.967978,-102.341371,2
21:34:00,21.967978,-102.341371,2
21:36:00,21.967978,-102.341371,2
21:38:00,21.967978,-102.341371,2
21:40:00,21.967978,-102.341371,2
21:42:00,21.967978,-102.341371,2
21:44:00,21.967978,-102.341371,2
21:46:00,21.967978,-102.341371,2
21:48:00,21.967978,-102.341371,2
21:50:00,21.967978,-102.341371,2
21:52:00,21.967978,-102.341371,2
21:54:00,21.967978,-102.341371,2
21:56:00,21.967978,-102.341371,2
21:58:00,21.967978,-102.341371,2
22:00:00,21.967978,-102.341371,2
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
